Area,Career Level,Company,Company Website,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Functions,Job Highlights,Job Link,Job Title,Job Type,Qualification,Salary,Search Term,JobtickAnalystjobs,JobtickAvgsalary,JobtickDashboard,JobtickEngineerjobs,jobtickExcel,jobtickPython,JobtickScientistjobs,jobtickSQL,YearsofExperience
Not Specified,Entry,Langham Hall Hong Kong Limited,http://www.langhamhall.com,21-10-2021,22-10-2021,0,no-email@email.com,Accounting/Audit/Tax Services,"Information Technology (IT), Data Scientist","['offer full training and support', 'stable and reliable working environment', 'chance to develop your skills']",/hk/en/job/graduate-data-architect-100003008831269,Graduate Data Architect,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,1
Not Specified,Entry,Velocity Business Solutions Limited,Not Specified,19-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Product Management / Business Analyst","['Manage, Work and Support client projects', 'Communicate project task deliverables', 'Engage, Support, Share and Assist the team']",/hk/en/job/data-analytics-consultant-alteryx-100003008817982,Data Analytics Consultant (Alteryx),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,1,0,1,0,0,1,2
Not Specified,Middle,DBS Bank Limited,http://www.dbs.com.hk,20-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), IT Project Management / Team Lead, Data Scientist","['See job description.', 'See job description.', 'See job description.']",/hk/en/job/specialist-data-management-analytics-100003008830194,"Specialist, Data Management & Analytics","Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,1,0,1,1,0,0,5
Not Specified,Entry,Jones Lang LaSalle Limited,http://www.jll.com.hk,22-10-2021,22-10-2021,0,no-email@email.com,Property Management / Consultancy,"Information Technology (IT), Data Scientist","['Practical knowledge in Excel VBA and Python', 'New digital product development for real estate', 'Refine disparate data for geospatial analysis']",/hk/en/job/part-time-digital-analyst-valuation-and-advisory-services-100003008838014,Part-time Digital Analyst - Valuation and Advisory Services,"Contract,Temporary",Not Specified,NotSpecified,Data Scientist,1,0,0,0,1,1,0,0,1
Not Specified,Middle,Peoplebank Hong Kong Limited,http://www.peoplebank.com.hk,20-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, Others, Data Scientist","['2 openings for data engineering', '1-year renewable contract', 'Advanced technologies working environment']",/hk/en/job/data-engineer-1-year-renewable-contract-100003008829505,Data Engineer (1-year renewable contract),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,1,0,1,0,1,3
Not Specified,Middle,China Mobile Hong Kong 中國移動香港,http://www.hk.chinamobile.com,21-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","['Hadoop,Apache Hive,AWS,Tableau', 'Oracle RDBMS, SQL, Java,Python', 'preferably in Telecom industry']",/hk/en/job/analyst-programmer-senior-analyst-programmer-data-middle-platform-java-100003008831183,Analyst Programmer/Senior Analyst Programmer - Data Middle Platform (Java),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,1,0,0,1,0,1,2
Not Specified,Entry,Jones Lang LaSalle Limited,http://www.jll.com.hk,19-10-2021,22-10-2021,0,no-email@email.com,Property Management / Consultancy,"Information Technology (IT), DBA, Others, Data Scientist","['Develop documentation and data flow diagrams', 'Masters/Bachelor’s degree in Information', '2- 3 years of experience in the fields']",/hk/en/job/senior-data-analyst-100003008824602,Senior Data Analyst,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,1,0,1,0,0,1,0,1,2
Not Specified,Middle,Hays,http://hays.com.hk,19-10-2021,22-10-2021,['2101 0060'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Data Scientist","['Machine learning', 'Insurance sector', 'International exposure']",/hk/en/job/senior-data-scientist-insurance-100003008824339,Senior Data Scientist(Insurance),"Full Time, Permanent",Degree,HK$70K-90K/month,Data Scientist,0,80,0,0,0,1,1,1,5
Not Specified,Entry,CL Technical Services Limited.,http://www.clts.com,20-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting","['International Working Environment', 'Convenient location', 'Work Life Balance']",/hk/en/job/data-engineer-sql-python-etl-up-to-%2432k-listed-company-100003008827597,"Data Engineer (SQL, Python, ETL, up to $32K, Listed Company)","Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,1,0,1,0,1,1
Not Specified,Entry,Ikas International (Asia) Limited,http://www.ikasinternational.com,20-10-2021,22-10-2021,0,no-email@email.com,General Business Services,"Information Technology (IT), Software Development, Data Scientist","['SQL, Java/Python, Apache Airflow', 'Employee Stock Option, increases over 4 years', '25 days AL, medical for self and dependents']",/hk/en/job/data-engineer-global-supply-chain-platform-perm-up-to-80k-100003008828154,Data Engineer - Global Supply Chain Platform (Perm) (Up to 80k),"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,1,1,1,0,1,1
Not Specified,Middle,Avo Insurance Company Limited,Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Insurance/Pension Funding,"Information Technology (IT), Data Scientist","['Excited to join a start-up environment', '2+ yrs experience', 'Self-motivated and innovative']",/hk/en/job/data-scientist-100003008822615,Data Scientist,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,1,0,0,1,1,1,2
Not Specified,Middle,China Construction Bank (Asia) Corporation Limited,http://www.asia.ccb.com/,19-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Information Technology (IT), Application Specialist - Software","['Systems Analyst', 'Data and AML', 'Analysis, Development and Testing']",/hk/en/job/ofc-systems-analyst-data-aml-100003008826055,OFC - Systems Analyst (Data & AML),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,0,1,0,1,6
Not Specified,Entry,Neo Derm (HK) Limited,http://career.neoderm.com.hk,18-10-2021,22-10-2021,0,no-email@email.com,Health & Beauty Care,"Information Technology (IT), Data Scientist","['Hadoop, Spark, Lucene/Elastic Search, MongoDB', 'Bachelor in CS/Statistics/Operations Research/DS', 'Proficient in Python and SQL']",/hk/en/job/data-scientist-100003008820210,Data Scientist,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,1,0,1,1,1,1,1
Not Specified,Middle,BOC Credit Card (International) Limited,Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Banking,"Information Technology (IT), Product Management / Business Analyst, Others, Data Scientist","['Observe and discover new usage of data', 'Bachelor’s degree in a quantitative discipline', '3+ years of relevant experience']",/hk/en/job/data-scientist-100003008821485,Data Scientist,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,1,1,1,3
Not Specified,Entry,HKT,http://www.pccw.com,20-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Information Technology (IT), Support, Network & System, Others","['Data Center', 'Linux', 'VMware']",/hk/en/job/senior-data-centre-operator-100003008830730,Senior Data Centre Operator,"Full Time, Permanent",School Certificate,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Entry,3PL-Total Technology (HK) Limited,Not Specified,22-10-2021,22-10-2021,['2699 9920'],no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Product Management / Business Analyst","['Tech., Business & People skills', '1-4 yr. exp. in software industry at any role', 'cloud software company and business']",/hk/en/job/business-analyst-application-specialist-100003008838362,Business Analyst / Application Specialist,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,1,0,0,0,1,0,0,0,2
Not Specified,Senior,Walters People (HK),http://www.walterspeople.com.hk,19-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Data Scientist","['RDBMS, Operational Data Store (ODS)', 'Data Marts, Data Lakes (SQL/noSQL)', 'Hands-on Modeling Experience']",/hk/en/job/data-modeler-bank-60-70k-100003008827178,Data Modeler - Bank (60-70k),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,1,1
Not Specified,Middle,Alexis Services Limited,Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Banking / Finance, Analyst, Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Data Scientist","['Implementing Data Governance programs', 'Provide first line support for local data issues', 'Familiar with big data platform']",/hk/en/job/bi-data-analyst-financial-institution-100003008821549,"BI Data Analyst, Financial Institution","Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,1,0,1,4
Not Specified,Entry,BDO,http://www.bdo.com.hk,18-10-2021,22-10-2021,0,no-email@email.com,Accounting/Audit/Tax Services,"Information Technology (IT), Software Development, Others, Data Scientist","['15 Annual Leave + 1 Birthday Leave', 'Web development, data analytics', 'Java, C#, ASP.NET, JavaScript, SQL']",/hk/en/job/analyst-programmer-web-development-data-analytics-100003008823632,Analyst Programmer (Web development / data analytics),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,1,2
Not Specified,Senior,Bank of China (Hong Kong) Limited,Not Specified,20-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Information Technology (IT), Application Specialist - Network","['-', '-', '-']",/hk/en/job/application-development-manager-data-platform-management-100003008829216,Application Development Manager (Data Platform Management),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,1,0,0,0,0,1,3
Not Specified,Senior,A.S. Watson Retail (HK) Limited,https://www.aswatsoncareers.com/,18-10-2021,22-10-2021,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), Data Scientist","['Lead a team of Data Scientists', 'Apply machine learning techniques', 'Bring in best practices in advanced data analytics']",/hk/en/job/data-science-lead-group-level-team-lead-of-data-scientists-100003008823776,"Data Science Lead (Group level, team lead of data scientists)","Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,1,1,1,5
Not Specified,Middle,Leading Edge Group Limited,Not Specified,19-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, DBA, Software Development","['Business Solution Consultancy Services', 'Project Implementation and Coordination', 'Knowledge, skill and experiences on Python']",/hk/en/job/senior-data-engineer-100003008825715,Senior Data Engineer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,1,1,0,1,0,1,4
Not Specified,Middle,Hong Kong Industrial Artificial Intelligence and Robotics Centre Limited,Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Others,"Information Technology (IT), IT Project Management / Team Lead, Software Development, Data Scientist","['5-day work week, MPF Top-up and dental benefit', 'Master or above Degree in Computer Science', '6 years or more hands-on working experience']",/hk/en/job/senior-data-scientist-100003008820433,Senior Data Scientist,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,1,1,1,6
Not Specified,Entry,Gravitas Recruitment Group,http://www.gravitasrecruitmentgroup.com,19-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Marketing / Public Relations, Digital Marketing, Information Technology (IT), Data Scientist","['Data consultancy with global presence', 'Dynamic projects in data analytics and ML', 'Excellent training program, flexible culture']",/hk/en/job/associate-data-science-consultant-100003008826500,Associate Data Science Consultant,"Full Time, Permanent",Degree,HK$20K-25K/month,Data Scientist,0,22,1,0,1,1,1,1,1
Not Specified,Senior,Links International,http://www.linksinternational.com/,19-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Data Scientist","['Leading Corporate Bank', 'Data Developer', 'Hands on experience in SQL, Python, ETL']",/hk/en/job/junior-data-developer-leading-corporate-bank-100003008825430,Junior Data Developer(Leading Corporate Bank ),"Full Time, Permanent",Degree,HK$45K-55K/month,Data Scientist,0,50,0,0,1,1,0,1,2
Not Specified,Middle,Leadership Solutions Limited,Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Software Development","['data engineer', 'google cloud', 'data scientist']",/hk/en/job/data-engineering-100003008823869,Data Engineering,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,1,1,0,1,0,1,2
Not Specified,Entry,PCCW Solutions Limited,http://www.pccwsolutions.com,21-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Support","['Day-to-day support in 7x24 Data Center', 'Ensure our Data Center is operating up to standard', 'Shift duty']",/hk/en/job/data-centre-operator-100003008833396,Data Centre Operator,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Decathlon Hong Kong Company Limited,Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), Data Scientist","['Amazing work environment and team culture', 'Dental & Medical Benefits', 'Sports allowances & Regular team sport activities']",/hk/en/job/data-engineer-analytics-engineer-100003008820322,Data Engineer/Analytics Engineer,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,1,0,0,1,1,1,0,1,2
Not Specified,Middle,Leading Edge Group Limited,Not Specified,19-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, DBA, Software Development","['Year of IT Experience: 1 year or above', 'Fields of Study : Computer Engineering related', 'Knowledge, skill and experiences on Python']",/hk/en/job/data-engineer-100003008825712,Data Engineer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,1,1,0,1,0,1,1
