Area,Career Level,Company,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Type,Job Title,YearsofExperience,Qualification,Salary,Search Term,jobtick_avgsalary,jobtick_Javascript,jobtick_HTML,jobtick_ReactJS,jobtick_engineerjobs,jobtick_developerjobs,jobtick_programmerjobs,Company Website,Job Link,Job Highlights,Job Functions
Not Specified,Senior,One Arrow Consulting Asia Limited,11-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Senior Full Stack Software Developer,1,Not Specified,NotSpecified,Full Stack Developer,0,0,0,1,1,1,0,Not Specified,/hk/en/job/senior-full-stack-software-developer-100003008807035,"['Explore AI/ Big Data Development', 'Full Stack', 'Dynamic Working Environment']","Information Technology (IT), Application Specialist - Software, IT Management, Software Development"
Not Specified,Entry,Alpha Beans Limited,19-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Junior / Senior Javascript Developer (Training provided),1,Not Specified,NotSpecified,Full Stack Developer,0,1,1,1,1,1,0,Not Specified,/hk/en/job/junior-senior-javascript-developer-training-provided-100003008826851,"['Eager to learn new technics (training provided)', 'Strong analytics & problem solving minds', 'Energetic & Fun working environment provided']","Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting"
Not Specified,Entry,Techson Consulting Limited,20-10-2021,22-10-2021,"['2851 7761', '2005-2007', '3996 8090']",no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent","Fullstack/Web Developer (react native, react.js, vue.js, node.js)",1,Not Specified,HK$20K-30K/month,Full Stack Developer,25,0,0,1,1,1,0,Not Specified,/hk/en/job/fullstack-web-developer-react-native-react-js-vue-js-node-js-100003008830258,"['Perform systems module design, development', 'Development using node.js / react.js / vue.js', '1-3 yearsâ€™ working experience in web application']","Information Technology (IT), Software Development, Others"
Not Specified,Middle,Deloitte Global Services Limited,11-10-2021,22-10-2021,0,no-email@email.com,Accounting/Audit/Tax Services,"Full Time, Permanent",Analyst / Consultant - Software Developer (Full-Stack) - Digital - Hong Kong,2,Degree,NotSpecified,Full Stack Developer,0,1,0,1,1,1,0,http://www.deloitte.com,/hk/en/job/analyst-consultant-software-developer-full-stack-digital-hong-kong-100003008807077,"['Full-Stack Developer', 'Digital Projects - CRM, CMS, eCommerce, Apps, Website', 'Attractive package and benefit']","Information Technology (IT), Application Specialist - Software, Software Development, Technical Writing"
Not Specified,Middle,Manpower Services (Hong Kong) Limited,12-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Contract,Temporary","Full-Stack Engineer (Investment Banking, 1-year Contract, Up to 120k)",10,Not Specified,NotSpecified,Full Stack Developer,0,0,0,0,0,0,0,http://www.manpowergroupgrc.hk,/hk/en/job/full-stack-engineer-investment-banking-1-year-contract-up-to-120k-100003008811191,"['HK Leading Bank', 'Initiate IT solutions', '10 years+ experience in full-stack development']","Information Technology (IT), IT Project Management / Team Lead, Software Development"
Not Specified,Entry,Yoho Hong Kong Limited,18-10-2021,22-10-2021,0,no-email@email.com,Wholesale / Retail,"Full Time, Permanent",Backend Web Developer / Analyst Programmer (Node.js),1,Not Specified,NotSpecified,Full Stack Developer,0,1,0,1,1,1,1,Not Specified,/hk/en/job/backend-web-developer-analyst-programmer-node-js-100003008821732,"['Leading E-commerce start up company', 'Think big and make change', 'Proficiency in JavaScript, Node.js']","Information Technology (IT), IT - Webmaster / SEO, Technical Writing, E-commerce, Software Development"
Not Specified,Entry,Accenture Company Limited,15-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Interactive â€“ Frontend Developer (Angular/React),2,Non-Degree Tertiary,NotSpecified,Full Stack Developer,0,1,1,1,0,1,0,http://www.accenture.com/hk-en,/hk/en/job/interactive-frontend-developer-angular-react-100003008816598,"['Minimum 2 yearsâ€™ experience with web development', 'IT Consulting, Digital Transformation Projects', 'React, Angular, HTML5, CSS3, JavaScript, RPA']","Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting"
Not Specified,Entry,iFAST Financial (HK) Limited,22-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent","IT Specialist, JAVA (Programmer/ Developer)",1,Degree,HK$25K-30K/month,Full Stack Developer,27,1,0,1,0,1,1,Not Specified,/hk/en/job/it-specialist-java-programmer-developer-100003008836151,"['Java, Javascript, SQL, Web/mobile development', '$25,000 - $28,000 for fresh graduate', '21+ days Annual Leave']","Information Technology (IT), Application Specialist - Software, Software Development, Technical Writing"
Not Specified,Middle,Ambitious People Group,12-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Full Stack JavaScript Developer | Scalable platform | Mobile,1,Degree,HK$25K-35K/month,Full Stack Developer,30,1,0,1,1,1,0,http://www.ambitiouspeople.hk,/hk/en/job/full-stack-javascript-developer-%7C-scalable-platform-%7C-mobile-100003008809987,"['International and informal working environment', 'Ability to focus on frontend and backend', 'Growth opportunities']","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development"
Not Specified,Entry,Episode Limited,22-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",æƒ³æµå€‹è­˜ Laravel å˜…è¶…äºº,1,Non-Degree Tertiary,NotSpecified,Full Stack Developer,0,0,1,1,0,0,0,Not Specified,/hk/en/job/%E6%83%B3%E6%90%B5%E5%80%8B%E8%AD%98-laravel-%E5%98%85%E8%B6%85%E4%BA%BA-100003008837191,"['1 - 3 å¹´ç¶“é©—éƒ½æœƒè€ƒæ…®', 'å¹´å°¾è¦–ä¹Žè¡¨ç¾ç™¼èŠ±ç´…ï¼Œå‡ºè‰²å˜…å…©ä¸‰å€‹æœˆèŠ±ç´…éƒ½æœ‰', 'å¹«æ‰‹ apply ä¸‹ï¼ŒHR éƒ½è¦è·‘æ•¸']","Information Technology (IT), IT - Webmaster / SEO, Support, Software Development"
Not Specified,Entry,Morgan Half International (Hong Kong) Limited,10-10-2021,22-10-2021,0,['info @morganhalf.com'],Human Resources Management/Consultancy,"Full Time, Permanent",Full Stack Web Developer | ReactJs,1,Degree,NotSpecified,Full Stack Developer,0,1,0,1,0,1,0,https://www.morganhalf.com/,/hk/en/job/full-stack-web-developer-%7C-reactjs-100003008805716,"['3+ years Javascript experience', 'ReactJs, NextJs', 'In-house position, dynamic environment']","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development"
Not Specified,Entry,PwC,20-10-2021,22-10-2021,0,no-email@email.com,Accounting/Audit/Tax Services,"Full Time, Permanent",Solution Specialist (Associate) - FCS - L&D â€“ Innovation Team,2,Degree,NotSpecified,Full Stack Developer,0,1,1,0,0,0,0,Not Specified,/hk/en/job/solution-specialist-associate-fcs-l-d-innovation-team-100003008830209,"['Organizational skills', 'Familiarity with common stacks', 'Excellent communication and teamwork skills']","Information Technology (IT), Software Development, Others, UI/UX Designer"
Not Specified,Entry,ESD Services Limited (ESDlife),18-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Analyst Developer (Node.js) (Digital Solutions),1,Degree,NotSpecified,Full Stack Developer,0,1,1,1,1,1,0,Not Specified,/hk/en/job/analyst-developer-node-js-digital-solutions-100003008821286,"['Proficient with Node.js, HTML5, CSS, JavaScript', 'Experience in writing unit tests and end-to-end', 'Familiar with AWS and Micro-services Architecture']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Middle,POPBO Net Limited,09-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Full Stack Developer / Senior Developer,3,Not Specified,NotSpecified,Full Stack Developer,0,1,1,1,1,1,0,Not Specified,/hk/en/job/full-stack-developer-senior-developer-100003008805211,"['Full Stack, Frontend, Backend', 'Node.js, ReactJS, HTML5, CSS3, JavaScript', 'Web & Mobile Application']","Information Technology (IT), IT Project Management / Team Lead, Software Development"
Not Specified,Middle,Tranthink Technology Service Limited,18-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Analyst Programmer / System Analyst (Java & Server-oriented),3,Not Specified,NotSpecified,Full Stack Developer,0,0,0,0,0,0,1,Not Specified,/hk/en/job/analyst-programmer-system-analyst-java-server-oriented-100003008788521,"['5 Days Work, Double Pay, Medical Insurance', 'Flexible working hours, Free snack', 'Must have exp in version control tools (GIT/SVN)']","Information Technology (IT), Software Development, Network & System, Others"
Not Specified,Middle,Alexis Services Limited,22-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",DeFi Engineer x 40 focus on DAO Smart Contract DeFi with multi opening,1,Not Specified,HK$45K-90K/month,Full Stack Developer,67,1,0,0,0,0,0,Not Specified,/hk/en/job/defi-engineer-x-40-focus-on-dao-smart-contract-defi-with-multi-opening-100003008838008,"['Docker, Kubernetes', 'Solidity, Truffle Suite; Ethers, Moralis Web3', 'Typescript/JavaScript']","Information Technology (IT), Others"
Not Specified,Entry,Wristcheck Exchange Limited,07-10-2021,22-10-2021,0,no-email@email.com,Jewellery/Gems/Watches,"Full Time, Permanent",Full Stack Developer,1,Not Specified,NotSpecified,Full Stack Developer,0,1,1,0,0,1,0,Not Specified,/hk/en/job/full-stack-developer-100003008797258,"['Full Stack Developer', 'Experience with Drupal', 'Development of product strategy']","Information Technology (IT), Software Development"
Not Specified,Middle,Ampd Energy Limited,22-10-2021,22-10-2021,0,no-email@email.com,Engineering - Others,"Full Time, Permanent",Backend Software Engineer,1,Non-Degree Tertiary,NotSpecified,Full Stack Developer,0,0,0,0,1,0,0,Not Specified,/hk/en/job/backend-software-engineer-100003008835978,"['Rapidly Growing Startup Enviornment', 'Accept Remote working if necessary', 'Open to Candidates of Different Skill Levels']","Engineering, Others, Information Technology (IT), Software Development, Others"
Not Specified,Entry,Osmium Consulting Group Limited,11-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Front End / Full Stack Developer  ( React.js / Node.js )  ( 18 - 40k ),1,Non-Degree Tertiary,HK$17K-45K/month,Full Stack Developer,31,1,1,1,1,1,0,Not Specified,/hk/en/job/front-end-full-stack-developer-react-js-node-js-18-40k-100003008807579,"['HK listed company', 'Work Life Balance', '5 days work']","Information Technology (IT), Software Development, Mobile / Wireless Communications"
Not Specified,Entry,Automated Systems (HK) Limited,07-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Full Stack Developer,1,Non-Degree Tertiary,NotSpecified,Full Stack Developer,0,1,0,1,1,1,0,http://www.asl.com.hk,/hk/en/job/full-stack-developer-100003008797493,"['Opportunities for your career promotion every year', 'Attractive package', 'Become part of our talented and core team']","Information Technology (IT), Application Specialist - Software, Software Development, Network & System"
Not Specified,Middle,Robert Walters (HK),22-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent","Senior Web Developer - React.js, Node.js",5,Degree,HK$35K-45K/month,Full Stack Developer,40,1,1,1,1,1,0,http://www.robertwalters.com.hk,/hk/en/job/senior-web-developer-react-js-node-js-100003008835337,"['React.js, Node.js', 'Web Development', '40K - 45K']","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development"
Not Specified,Entry,Robert Half Hong Kong Limited,22-10-2021,22-10-2021,0,no-email@email.com,Accounting/Audit/Tax Services,"Full Time, Permanent",Full Stack (Mobile) - iOS Gaming,1,Not Specified,NotSpecified,Full Stack Developer,0,0,0,0,0,0,0,https://www.roberthalf.com.hk,/hk/en/job/full-stack-mobile-ios-gaming-100003008837781,"['Mobile iOS development', 'Gaming industry /Virtual Reality', 'Start up Flat culture Flexible']","Information Technology (IT), Application Specialist - Software, Software Development, Mobile / Wireless Communications"
Not Specified,Entry,EC Healthcare,22-10-2021,22-10-2021,0,no-email@email.com,Health & Beauty Care,"Full Time, Permanent",eCommerce Web Developer,1,Not Specified,NotSpecified,Full Stack Developer,0,1,0,0,0,1,0,Not Specified,/hk/en/job/ecommerce-web-developer-100003008838237,"['Web Application Development', 'WordPress, PHP', 'Self-motivated, Result-orientated']","Information Technology (IT), Software Development, Technical Writing, E-commerce, Software Development"
Not Specified,Middle,Now TV,20-10-2021,22-10-2021,['2827 8322'],no-email@email.com,Telecommunication,"Full Time, Permanent",Senior Application Developer,5,Degree,NotSpecified,Full Stack Developer,0,1,0,0,0,1,0,http://www.pccw.com,/hk/en/job/senior-application-developer-100003008830596,"['Develop IPTV/OTT system applications', 'Analyze user requirements', 'JavaScript, Java/ Kotlin, RestfulAPI']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Entry,TuoFan IT Limited,19-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Blockchain Developer,1,Not Specified,NotSpecified,Full Stack Developer,0,0,0,1,1,1,0,Not Specified,/hk/en/job/blockchain-developer-100003008825666,"['Fast-growing Fintech company', 'Work life balance', 'Opportunity in cutting edge Blockchain projects']","Information Technology (IT), Software Development, Others"
