Area,Career Level,Company,Company Website,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Functions,Job Highlights,Job Title,Job Type,Qualification,Salary,Search Term,JobtickAvgsalary,Jobtick Productjobs,JobtickPrototyping,JobtickResearch,JobtickUiuxjobs,JobtickWebmobileappjobs,JobtickWireframing,JobtickWriting,YearsofExperience
Not Specified,Entry,Talent Fields Hong Kong Company Limited,Not Specified,2021-10-07,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), UI/UX Designer","['4+ years of work related experience in UXUI', 'Refine UI pattern libraries and design guidelines', 'MNC culture']",UX UI Designer - up to 45k MNC,"Full Time, Permanent",Not Specified,NotSpecified,UI UX Designer,0,0,1,1,1,0,0,1,1
Not Specified,Middle,Surpass Solution (Hong Kong) Limited,Not Specified,2021-10-06,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), UI/UX Designer","['experience in Web/UI design', 'Diploma in Web / Multimedia / Graphics design', 'Immediately available is highly preferred']",•	Graphic/Web/UI Designer,"Full Time, Permanent",School Certificate,NotSpecified,UI UX Designer,0,0,1,0,1,1,1,0,1
Not Specified,Middle,PERSOLKELLY Hong Kong Limited,http://www.persolkelly.com.hk,2021-10-06,2021-10-22,0,['Contract_hk @persolkelly.com'],Human Resources Management/Consultancy,"Information Technology (IT), Support, Application Specialist - Network, Network & System","['UI/UX design knowledge and experience', 'solid knowledge and in HTML/CSS', 'Adobe Creative Suite']","UI/UX Designer (Government, Adobe/HTML)","Full Time, Permanent",Non-Degree Tertiary,NotSpecified,UI UX Designer,0,0,1,0,1,0,1,0,3
Not Specified,Middle,Tech Nine Limited,Not Specified,2021-10-07,2021-10-22,0,no-email@email.com,Information Technology,"Design, Graphics, Multi-media, Information Technology (IT), UI/UX Designer","['Looking for passionate and talented designer', 'Website, Mobile Application, Marketing Collateral', 'Friendly and energetic working environment']",Associate UI/ UX Designer (5 days work),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,UI UX Designer,0,0,1,0,1,0,0,0,3
Not Specified,Entry,NP Solution Limited,https://npsl.com.hk/,2021-10-06,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Design, Web Designer, Information Technology (IT), UI/UX Designer","['Fintech, bank and virtual bank project', 'Minimum 3+ years’ experience focusing on UX and UI', 'Strong sense of responsive design and UX/UI']",UX/UI Designer,"Full Time, Permanent",Not Specified,NotSpecified,UI UX Designer,0,0,1,1,1,0,1,0,1
Not Specified,Senior,EY,Not Specified,2021-10-07,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Information Technology (IT), Others, UI/UX Designer","['4-8 years of experience', 'Providing world-class human-centric design', 'Using the appropriate design methods']",Consulting-EY Wavespace-UX/UI Designer-Senior-Hong Kong,"Full Time, Permanent",Not Specified,NotSpecified,UI UX Designer,0,0,1,1,1,0,1,0,4
Not Specified,Entry,Venturous Advisory (Hong Kong) Limited,Not Specified,2021-10-06,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development","['Fast-growing ProTech startup, multicultural team', 'UI / UX, Knowledge of Wireframing & Prototyping', 'Figma, Sketch']",UI/UX Designer (Mobile APP & SaaS Software),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,UI UX Designer,0,0,1,0,1,1,1,0,2
Not Specified,Middle,Osmium Consulting Group Limited,Not Specified,2021-10-06,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Media & Advertising, Creative / Design, Design, Web Designer, Information Technology (IT), UI/UX Designer","['UX UI Designer | FinTech | Rare Opportunity', '5 Days Work | Bouns | Med', 'Stable & Good Career Path']",UI / UX Designer,"Full Time, Permanent",Not Specified,NotSpecified,UI UX Designer,0,0,1,1,1,0,1,0,1
Not Specified,Middle,Century City Holdings Limited,Not Specified,2021-10-20,2021-10-22,0,no-email@email.com,Mixed Industry Group,"Information Technology (IT), Application Specialist - Software, Software Development, UI/UX Designer","['Web Development, Fluent English', 'Javascript, SQL, React, Multitasker', 'Time Management, E-commerce']",(Senior) Full Stack Developer (e-Commerce | .NET | Restful APIs),"Full Time, Permanent",Degree,NotSpecified,UI UX Designer,0,0,0,0,0,0,0,0,4
Not Specified,Entry,Hong Kong Industrial Artificial Intelligence and Robotics Centre Limited,Not Specified,2021-10-18,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), Software Development, Others, UI/UX Designer","['5-day work week; Medical & dental benefits', 'Assisting in UI/UX Design &/or Front-end developme', 'University Degree in computer science']","Research Assistant, Software Development","Full Time, Permanent",Degree,NotSpecified,UI UX Designer,0,0,1,0,0,0,1,0,1
Not Specified,Senior,The Hong Kong Jockey Club,http://www.hkjc.com,2021-10-20,2021-10-22,['2576-1987'],no-email@email.com,Athletics/Sports,"Information Technology (IT), Application Specialist - Software","['Create and manage artwork / graphic assets', 'Bachelor degree or above in Multimedia Design', 'At least 5-6 years of working experience']",Assistant Customer Digital Experience Development Manager (Digital Design),"Full Time, Permanent",Degree,NotSpecified,UI UX Designer,0,0,1,1,0,0,1,0,5
Not Specified,Middle,Deepinto Tech Limited,Not Specified,2021-10-04,2021-10-22,0,no-email@email.com,Information Technology,"Design, Web Designer, Information Technology (IT), Software Development, UI/UX Designer","['Sensitive to latest UI/UX trend', '5-day working', 'Computer allowance']",UI UX Designer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,UI UX Designer,0,0,1,0,1,0,0,0,1
Not Specified,Entry,Cymballe Limited,Not Specified,2021-10-20,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), Application Specialist - Software, Others, Marketing / Public Relations, Digital Marketing","['Award-winning creative digital agency', 'Rapid advancement opportunity, dynamic culture', 'Front-end web development experience']",Interactive / Front-end Developer,"Full Time, Permanent",Degree,NotSpecified,UI UX Designer,0,0,0,0,0,0,0,0,2
Not Specified,Entry,EY,Not Specified,2021-10-05,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Information Technology (IT), Others, UI/UX Designer","['Conducting user research, testing and report', 'Conduct user research and evaluate user feedback', 'Portfolio of related design projects is a must']",Consulting - Mtel - UI/ UX Designer - Staff Associate - Hong Kong,"Full Time, Permanent",Not Specified,NotSpecified,UI UX Designer,0,0,1,1,1,0,1,0,1
Not Specified,Senior,Endeavour Search Limited,http://www.endeavourasia.com/,2021-10-05,2021-10-22,['3956-1820'],no-email@email.com,Human Resources Management/Consultancy,"Design, Multi-media, Marketing / Public Relations, Digital Marketing, Information Technology (IT), UI/UX Designer","['HK listed Company', 'Lead UX/UI Development for the Group of Companies', 'In-house digital transformation across GCR']",UX/UI Manager – In-House Role – Major Online Retailers in Greater China,"Full Time, Permanent",Degree,NotSpecified,UI UX Designer,0,0,1,1,1,0,1,0,5
Not Specified,Entry,Ztore HK Limited,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), Product Management / Business Analyst, Marketing / Public Relations, Marketing - Brand / Product Management, UI/UX Designer","['Collaborate with Product designers & developers', 'eCommerce project & product management', 'Good product sense and strong interpersonal skil']",Product Specialist,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,UI UX Designer,0,1,0,0,0,0,0,0,1
Not Specified,Middle,Hong Kong Technology Venture Company Limited,http://www.hktv.com.hk/big5/global/home.htm,2021-10-06,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), UI/UX Designer","['Design and deliver wireframes, user stories', 'Demonstrated proficiency in design principles', '4-7 years experience as a UI/UX Designer']",Senior UIUX Designer,"Full Time, Permanent",Degree,NotSpecified,UI UX Designer,0,0,1,1,1,0,1,0,1
Not Specified,Middle,Gimmick House Limited,http://www.gimmickhouse.com,2021-10-04,2021-10-22,0,no-email@email.com,Advertising/Public Relations/Marketing Services,"Design, Multi-media, Web Designer, Information Technology (IT), UI/UX Designer","['UX/UI design in all aspect of the digital world', 'Work-Life balance and flexible working environment', 'Collabrate with young and energetic minds']","Senior UX/UI Designer (Web, APP and digital platform)","Full Time, Permanent",Non-Degree Tertiary,NotSpecified,UI UX Designer,0,0,0,0,1,1,1,0,4
Not Specified,Middle,Mirum Hong Kong,https://mirumhongkong.com/,2021-10-13,2021-10-22,0,no-email@email.com,Information Technology,"Media & Advertising, Creative / Design, Design, Web Designer, Information Technology (IT), UI/UX Designer","['Join the legendary digital firm & be a part of us', 'Most innovative agency in the region, amazing tech', 'Best nurturing platform for talented designers']",Senior Digital Creatives,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,UI UX Designer,0,0,0,0,0,0,0,0,4
Not Specified,Middle,Globalink Limited,Not Specified,2021-10-04,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), IT - Webmaster / SEO, Mobile / Wireless Communications, UI/UX Designer","['Freelance / Part-time / Full time', 'Have opportunities to try different projects', 'UX/UI Designer / Mobile Developer / SEO Specialist']",UI/UX Designer / Mobile Developer / SEO Specialist (Freelance / Part-time / Full time),"Full Time, Permanent",Degree,NotSpecified,UI UX Designer,0,0,0,0,1,1,0,0,5
Not Specified,Senior,Hang Seng Bank Limited,http://bank.hangseng.com/1/2/about-us/careers/job-openings,2021-10-13,2021-10-22,0,no-email@email.com,Financial Services,"Banking / Finance, Analyst, Information Technology (IT), Product Management / Business Analyst, UI/UX Designer","['3+ years of experience in UI/UX Design', 'Strong visual and interaction design fundamentals', 'Experience working in an agile/scrum']",Assistant UIUX Manager (Design System & Governance),"Full Time, Permanent",Not Specified,NotSpecified,UI UX Designer,0,0,0,0,1,0,0,1,3
Not Specified,Entry,A.S. Watson Retail (HK) Limited,https://www.aswatsoncareers.com/,2021-10-13,2021-10-22,0,no-email@email.com,Wholesale / Retail,"Design, Web Designer, E-commerce, Marketing - Brand / Product Management, Information Technology (IT), UI/UX Designer","['/*EXPERIENCE: 2 YEARS', '/*UNIVERSITY GRADUATE IN UX,or PSYCHOLOGY', '/*KNOWLEDGE OF QUALITATIVE AND QUANTITATIVE IS +']",[Adventurer] UX Specialist,"Full Time, Permanent",Degree,NotSpecified,UI UX Designer,0,0,0,0,1,0,0,0,3
Not Specified,Middle,Hong Kong Broadband Network Limited,http://www.hkbn.net/2012/,2021-10-19,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), Product Management / Business Analyst, Marketing / Public Relations, Marketing - Brand / Product Management, Digital Marketing","['Strong data interpretation to understand audience', 'Experienced in working with designers/vendors', 'App Development experience is highly preferred']",Senior Business Analyst – Digital Transformation,"Full Time, Permanent",Degree,NotSpecified,UI UX Designer,0,0,0,0,0,0,0,0,3
Not Specified,Entry,Mad Head App Limited,http://www.madhead.com/,2021-10-22,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, Mobile / Wireless Communications","['Fluent with TypeScript, Node.js, MySQL, Docker', '3 yrs exp in developing web applications', 'Game Industry - Young & Energetic']",Frontend Developer (Game Industry),"Full Time, Permanent",Not Specified,NotSpecified,UI UX Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Makeitloud Marketing Limited,Not Specified,2021-10-06,2021-10-22,0,no-email@email.com,Advertising/Public Relations/Marketing Services,"Design, Graphics, Information Technology (IT), Others, UI/UX Designer","['5-day work week', 'Bank holidays', 'Medical insurance']",Designer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,UI UX Designer,0,0,0,0,0,0,1,0,1
Not Specified,Entry,Morgan Half International (Hong Kong) Limited,https://www.morganhalf.com/,2021-10-03,2021-10-22,0,['info @morganhalf.com'],Human Resources Management/Consultancy,"Design, Multi-media, Information Technology (IT), Software Development, UI/UX Designer","['Permanent role, 5 days work', 'Blockchain Software Front-end + Graphic Design', '3+ years experience, Portfolio required']",User Experience & Interface - Senior UI / UX Designer (Blockchain software),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,UI UX Designer,0,0,1,1,1,0,0,1,3
Not Specified,Middle,Ambition,http://www.ambition.com.hk,2021-10-04,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Design, Multi-media, Web Designer, Information Technology (IT), UI/UX Designer","['Minimum 5 years of experience in UX & UI', 'Excellent communication skills', 'Friendly team']","UIUX Designer, Insurance, up to 50K","Full Time, Permanent",Degree,HK$30K-55K/month,UI UX Designer,42,0,1,0,1,0,1,0,5
Not Specified,Middle,Chow Sang Sang Holdings International Limited,http://www.chowsangsang.com,2021-10-08,2021-10-22,0,no-email@email.com,Wholesale / Retail,"Design, Web Designer, Information Technology (IT), Application Specialist - Software, UI/UX Designer","['UI design & development of the E-Learning website', 'Liaise and coordinate with external vendors', '3 years or above web development related exp']",Executive - Web Development,"Full Time, Permanent",Matriculated,NotSpecified,UI UX Designer,0,0,0,0,0,1,0,0,3
Not Specified,Entry,Career Search AP (Hong Kong) Company,http://www.careerintlinc.com/,2021-10-15,2021-10-22,['39746110'],no-email@email.com,Human Resources Management/Consultancy,"Design, Web Designer, Information Technology (IT), Application Specialist - Software, Technical Writing","['Frontend Developer, web designer', 'Design and develop e-learning platform', 'Great platform & Attractive remuneration']","Frontend Developer/ Web Designer of a Big 4's E-learning Platform,  網頁設計","Contract,Temporary",Degree,NotSpecified,UI UX Designer,0,0,0,0,0,1,0,0,1
Not Specified,Middle,Chain Technology Development Co. Limited,Not Specified,2021-10-01,2021-10-22,0,no-email@email.com,Information Technology,"Design, Graphics, Multi-media, Information Technology (IT), UI/UX Designer","['Wireframing, UI, UX', 'Usability testing', 'UI design for web / app product']",(Senior) UI/UX Designer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,UI UX Designer,0,0,0,1,1,0,1,0,2
Not Specified,Senior,Pinpoint Asia Limited,http://www.pinpointasia.com,2021-10-02,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Design, Web Designer, Others, Information Technology (IT), UI/UX Designer","['Large Customer User Base', 'Financial Technology', 'Full journey UX/UI Design']",UX / UI Design Lead - FinTech Platform,"Full Time, Permanent",Degree,HK$90K-120K/month,UI UX Designer,105,0,0,1,1,0,1,0,15
Not Specified,Middle,Pearson Education Asia Limited,http://www.pearson.com.hk,2021-10-04,2021-10-22,0,no-email@email.com,Media/Publishing/Printing,"Design, Industrial / Product, Education, Others, Information Technology (IT), UI/UX Designer","['5 day work, Flexible working hours', '13 months salary', 'Performance bonus']",UX Product Design Specialist,"Full Time, Permanent",Degree,NotSpecified,UI UX Designer,0,1,1,1,1,0,1,0,5
